,Title_Miss,Title_Mrs,Title_Master,Sex_female,Sex_male,Title_Rare,Title_Mr
106,True,False,False,True,False,False,False
107,False,False,False,False,True,False,True
108,False,False,False,False,True,False,True
109,True,False,False,True,False,False,False
110,False,False,False,False,True,False,True
111,True,False,False,True,False,False,False
112,False,False,False,False,True,False,True
113,True,False,False,True,False,False,False
114,True,False,False,True,False,False,False
115,False,False,False,False,True,False,True
116,False,False,False,False,True,False,True
117,False,False,False,False,True,False,True
118,False,False,False,False,True,False,True
119,True,False,False,True,False,False,False
120,False,False,False,False,True,False,True
121,False,False,False,False,True,False,True
122,False,False,False,False,True,False,True
123,True,False,False,True,False,False,False
124,False,False,False,False,True,False,True
125,False,False,True,False,True,False,False
126,False,False,False,False,True,False,True
127,False,False,False,False,True,False,True
128,True,False,False,True,False,False,False
129,False,False,False,False,True,False,True
130,False,False,False,False,True,False,True
131,False,False,False,False,True,False,True
132,False,True,False,True,False,False,False
133,False,True,False,True,False,False,False
134,False,False,False,False,True,False,True
135,False,False,False,False,True,False,True
136,True,False,False,True,False,False,False
137,False,False,False,False,True,False,True
138,False,False,False,False,True,False,True
139,False,False,False,False,True,False,True
140,False,True,False,True,False,False,False
141,True,False,False,True,False,False,False
142,False,True,False,True,False,False,False
143,False,False,False,False,True,False,True
144,False,False,False,False,True,False,True
145,False,False,False,False,True,False,True
146,False,False,False,False,True,False,True
147,True,False,False,True,False,False,False
148,False,False,False,False,True,False,True
149,False,False,False,False,True,True,False
150,False,False,False,False,True,True,False
151,False,True,False,True,False,False,False
152,False,False,False,False,True,False,True
153,False,False,False,False,True,False,True
154,False,False,False,False,True,False,True
155,False,False,False,False,True,False,True
156,True,False,False,True,False,False,False
157,False,False,False,False,True,False,True
158,False,False,False,False,True,False,True
159,False,False,True,False,True,False,False
160,False,False,False,False,True,False,True
161,False,True,False,True,False,False,False
162,False,False,False,False,True,False,True
163,False,False,False,False,True,False,True
164,False,False,True,False,True,False,False
165,False,False,True,False,True,False,False
166,False,True,False,True,False,False,False
167,False,True,False,True,False,False,False
168,False,False,False,False,True,False,True
169,False,False,False,False,True,False,True
170,False,False,False,False,True,False,True
171,False,False,True,False,True,False,False
172,True,False,False,True,False,False,False
173,False,False,False,False,True,False,True
174,False,False,False,False,True,False,True
175,False,False,False,False,True,False,True
176,False,False,True,False,True,False,False
177,True,False,False,True,False,False,False
178,False,False,False,False,True,False,True
179,False,False,False,False,True,False,True
180,True,False,False,True,False,False,False
181,False,False,False,False,True,False,True
182,False,False,True,False,True,False,False
183,False,False,True,False,True,False,False
184,True,False,False,True,False,False,False
185,False,False,False,False,True,False,True
186,False,True,False,True,False,False,False
187,False,False,False,False,True,False,True
188,False,False,False,False,True,False,True
189,False,False,False,False,True,False,True
190,False,True,False,True,False,False,False
191,False,False,False,False,True,False,True
192,True,False,False,True,False,False,False
193,False,False,True,False,True,False,False
194,False,True,False,True,False,False,False
195,True,False,False,True,False,False,False
196,False,False,False,False,True,False,True
197,False,False,False,False,True,False,True
198,True,False,False,True,False,False,False
199,True,False,False,True,False,False,False
200,False,False,False,False,True,False,True
201,False,False,False,False,True,False,True
202,False,False,False,False,True,False,True
203,False,False,False,False,True,False,True
204,False,False,False,False,True,False,True
205,True,False,False,True,False,False,False
206,False,False,False,False,True,False,True
207,False,False,False,False,True,False,True
208,True,False,False,True,False,False,False
209,False,False,False,False,True,False,True
210,False,False,False,False,True,False,True
211,True,False,False,True,False,False,False
212,False,False,False,False,True,False,True
213,False,False,False,False,True,False,True
214,False,False,False,False,True,False,True
215,True,False,False,True,False,False,False
216,True,False,False,True,False,False,False
217,False,False,False,False,True,False,True
218,True,False,False,True,False,False,False
219,False,False,False,False,True,False,True
220,False,False,False,False,True,False,True
221,False,False,False,False,True,False,True
222,False,False,False,False,True,False,True
223,False,False,False,False,True,False,True
224,False,False,False,False,True,False,True
225,False,False,False,False,True,False,True
226,False,False,False,False,True,False,True
227,False,False,False,False,True,False,True
228,False,False,False,False,True,False,True
229,True,False,False,True,False,False,False
230,False,True,False,True,False,False,False
231,False,False,False,False,True,False,True
232,False,False,False,False,True,False,True
233,True,False,False,True,False,False,False
234,False,False,False,False,True,False,True
235,True,False,False,True,False,False,False
236,False,False,False,False,True,False,True
237,True,False,False,True,False,False,False
238,False,False,False,False,True,False,True
239,False,False,False,False,True,False,True
240,True,False,False,True,False,False,False
241,True,False,False,True,False,False,False
242,False,False,False,False,True,False,True
243,False,False,False,False,True,False,True
244,False,False,False,False,True,False,True
245,False,False,False,False,True,True,False
246,True,False,False,True,False,False,False
247,False,True,False,True,False,False,False
248,False,False,False,False,True,False,True
249,False,False,False,False,True,True,False
250,False,False,False,False,True,False,True
251,False,True,False,True,False,False,False
252,False,False,False,False,True,False,True
253,False,False,False,False,True,False,True
254,False,True,False,True,False,False,False
255,False,True,False,True,False,False,False
256,False,True,False,True,False,False,False
257,True,False,False,True,False,False,False
258,True,False,False,True,False,False,False
259,False,True,False,True,False,False,False
260,False,False,False,False,True,False,True
261,False,False,True,False,True,False,False
262,False,False,False,False,True,False,True
263,False,False,False,False,True,False,True
264,True,False,False,True,False,False,False
265,False,False,False,False,True,False,True
266,False,False,False,False,True,False,True
267,False,False,False,False,True,False,True
268,False,True,False,True,False,False,False
269,True,False,False,True,False,False,False
270,False,False,False,False,True,False,True
271,False,False,False,False,True,False,True
272,False,True,False,True,False,False,False
273,False,False,False,False,True,False,True
274,True,False,False,True,False,False,False
275,True,False,False,True,False,False,False
276,True,False,False,True,False,False,False
277,False,False,False,False,True,False,True
278,False,False,True,False,True,False,False
279,False,True,False,True,False,False,False
280,False,False,False,False,True,False,True
281,False,False,False,False,True,False,True
282,False,False,False,False,True,False,True
283,False,False,False,False,True,False,True
284,False,False,False,False,True,False,True
285,False,False,False,False,True,False,True
286,False,False,False,False,True,False,True
287,False,False,False,False,True,False,True
288,False,False,False,False,True,False,True
289,True,False,False,True,False,False,False
290,True,False,False,True,False,False,False
291,False,True,False,True,False,False,False
292,False,False,False,False,True,False,True
293,True,False,False,True,False,False,False
294,False,False,False,False,True,False,True
295,False,False,False,False,True,False,True
296,False,False,False,False,True,False,True
297,True,False,False,True,False,False,False
298,False,False,False,False,True,False,True
299,False,True,False,True,False,False,False
300,True,False,False,True,False,False,False
301,False,False,False,False,True,False,True
302,False,False,False,False,True,False,True
303,True,False,False,True,False,False,False
304,False,False,False,False,True,False,True
305,False,False,True,False,True,False,False
306,True,False,False,True,False,False,False
307,False,True,False,True,False,False,False
308,False,False,False,False,True,False,True
309,True,False,False,True,False,False,False
310,True,False,False,True,False,False,False
311,True,False,False,True,False,False,False
312,False,True,False,True,False,False,False
313,False,False,False,False,True,False,True
314,False,False,False,False,True,False,True
315,True,False,False,True,False,False,False
316,False,True,False,True,False,False,False
317,False,False,False,False,True,True,False
318,True,False,False,True,False,False,False
319,False,True,False,True,False,False,False
320,False,False,False,False,True,False,True
321,False,False,False,False,True,False,True
322,True,False,False,True,False,False,False
323,False,True,False,True,False,False,False
324,False,False,False,False,True,False,True
325,True,False,False,True,False,False,False
326,False,False,False,False,True,False,True
327,False,True,False,True,False,False,False
328,False,True,False,True,False,False,False
329,True,False,False,True,False,False,False
330,True,False,False,True,False,False,False
331,False,False,False,False,True,False,True
332,False,False,False,False,True,False,True
333,False,False,False,False,True,False,True
334,False,True,False,True,False,False,False
335,False,False,False,False,True,False,True
336,False,False,False,False,True,False,True
337,True,False,False,True,False,False,False
338,False,False,False,False,True,False,True
339,False,False,False,False,True,False,True
340,False,False,True,False,True,False,False
341,True,False,False,True,False,False,False
342,False,False,False,False,True,False,True
343,False,False,False,False,True,False,True
344,False,False,False,False,True,False,True
345,True,False,False,True,False,False,False
346,True,False,False,True,False,False,False
347,False,True,False,True,False,False,False
348,False,False,True,False,True,False,False
349,False,False,False,False,True,False,True
350,False,False,False,False,True,False,True
351,False,False,False,False,True,False,True
352,False,False,False,False,True,False,True
353,False,False,False,False,True,False,True
354,False,False,False,False,True,False,True
355,False,False,False,False,True,False,True
356,True,False,False,True,False,False,False
357,True,False,False,True,False,False,False
358,True,False,False,True,False,False,False
359,True,False,False,True,False,False,False
360,False,False,False,False,True,False,True
361,False,False,False,False,True,False,True
362,False,True,False,True,False,False,False
363,False,False,False,False,True,False,True
364,False,False,False,False,True,False,True
365,False,False,False,False,True,False,True
366,False,True,False,True,False,False,False
367,False,True,False,True,False,False,False
368,True,False,False,True,False,False,False
369,False,True,False,True,False,False,False
370,False,False,False,False,True,False,True
371,False,False,False,False,True,False,True
372,False,False,False,False,True,False,True
373,False,False,False,False,True,False,True
374,True,False,False,True,False,False,False
375,False,True,False,True,False,False,False
376,True,False,False,True,False,False,False
377,False,False,False,False,True,False,True
378,False,False,False,False,True,False,True
379,False,False,False,False,True,False,True
380,True,False,False,True,False,False,False
381,True,False,False,True,False,False,False
382,False,False,False,False,True,False,True
383,False,True,False,True,False,False,False
384,False,False,False,False,True,False,True
385,False,False,False,False,True,False,True
386,False,False,True,False,True,False,False
387,True,False,False,True,False,False,False
388,False,False,False,False,True,False,True
389,True,False,False,True,False,False,False
390,False,False,False,False,True,False,True
391,False,False,False,False,True,False,True
392,False,False,False,False,True,False,True
393,True,False,False,True,False,False,False
394,False,True,False,True,False,False,False
395,False,False,False,False,True,False,True
396,True,False,False,True,False,False,False
397,False,False,False,False,True,False,True
398,False,False,False,False,True,True,False
399,False,True,False,True,False,False,False
400,False,False,False,False,True,False,True
401,False,False,False,False,True,False,True
402,True,False,False,True,False,False,False
403,False,False,False,False,True,False,True
404,True,False,False,True,False,False,False
405,False,False,False,False,True,False,True
406,False,False,False,False,True,False,True
407,False,False,True,False,True,False,False
408,False,False,False,False,True,False,True
409,True,False,False,True,False,False,False
410,False,False,False,False,True,False,True
411,False,False,False,False,True,False,True
412,True,False,False,True,False,False,False
413,False,False,False,False,True,False,True
414,False,False,False,False,True,False,True
415,False,True,False,True,False,False,False
416,False,True,False,True,False,False,False
417,True,False,False,True,False,False,False
418,False,False,False,False,True,False,True
419,True,False,False,True,False,False,False
420,False,False,False,False,True,False,True
421,False,False,False,False,True,False,True
422,False,False,False,False,True,False,True
423,False,True,False,True,False,False,False
424,False,False,False,False,True,False,True
425,False,False,False,False,True,False,True
426,False,True,False,True,False,False,False
427,True,False,False,True,False,False,False
428,False,False,False,False,True,False,True
429,False,False,False,False,True,False,True
430,False,False,False,False,True,False,True
431,False,True,False,True,False,False,False
432,False,True,False,True,False,False,False
433,False,False,False,False,True,False,True
434,False,False,False,False,True,False,True
435,True,False,False,True,False,False,False
436,True,False,False,True,False,False,False
437,False,True,False,True,False,False,False
438,False,False,False,False,True,False,True
439,False,False,False,False,True,False,True
440,False,True,False,True,False,False,False
441,False,False,False,False,True,False,True
442,False,False,False,False,True,False,True
443,True,False,False,True,False,False,False
444,False,False,False,False,True,False,True
445,False,False,True,False,True,False,False
446,True,False,False,True,False,False,False
447,False,False,False,False,True,False,True
448,True,False,False,True,False,False,False
449,False,False,False,False,True,True,False
450,False,False,False,False,True,False,True
451,False,False,False,False,True,False,True
452,False,False,False,False,True,False,True
453,False,False,False,False,True,False,True
454,False,False,False,False,True,False,True
455,False,False,False,False,True,False,True
456,False,False,False,False,True,False,True
457,False,True,False,True,False,False,False
458,True,False,False,True,False,False,False
459,False,False,False,False,True,False,True
460,False,False,False,False,True,False,True
461,False,False,False,False,True,False,True
462,False,False,False,False,True,False,True
463,False,False,False,False,True,False,True
464,False,False,False,False,True,False,True
465,False,False,False,False,True,False,True
466,False,False,False,False,True,False,True
467,False,False,False,False,True,False,True
468,False,False,False,False,True,False,True
469,True,False,False,True,False,False,False
470,False,False,False,False,True,False,True
471,False,False,False,False,True,False,True
472,False,True,False,True,False,False,False
473,False,True,False,True,False,False,False
474,True,False,False,True,False,False,False
475,False,False,False,False,True,False,True
476,False,False,False,False,True,False,True
477,False,False,False,False,True,False,True
478,False,False,False,False,True,False,True
479,True,False,False,True,False,False,False
480,False,False,True,False,True,False,False
481,False,False,False,False,True,False,True
482,False,False,False,False,True,False,True
483,False,True,False,True,False,False,False
484,False,False,False,False,True,False,True
485,True,False,False,True,False,False,False
486,False,True,False,True,False,False,False
487,False,False,False,False,True,False,True
488,False,False,False,False,True,False,True
489,False,False,True,False,True,False,False
490,False,False,False,False,True,False,True
491,False,False,False,False,True,False,True
492,False,False,False,False,True,False,True
493,False,False,False,False,True,False,True
494,False,False,False,False,True,False,True
495,False,False,False,False,True,False,True
496,True,False,False,True,False,False,False
497,False,False,False,False,True,False,True
498,False,True,False,True,False,False,False
499,False,False,False,False,True,False,True
500,False,False,False,False,True,False,True
501,True,False,False,True,False,False,False
502,True,False,False,True,False,False,False
503,True,False,False,True,False,False,False
504,True,False,False,True,False,False,False
505,False,False,False,False,True,False,True
506,False,True,False,True,False,False,False
507,False,False,False,False,True,False,True
508,False,False,False,False,True,False,True
509,False,False,False,False,True,False,True
510,False,False,False,False,True,False,True
511,False,False,False,False,True,False,True
512,False,False,False,False,True,False,True
513,False,True,False,True,False,False,False
514,False,False,False,False,True,False,True
515,False,False,False,False,True,False,True
516,False,True,False,True,False,False,False
517,False,False,False,False,True,False,True
518,False,True,False,True,False,False,False
519,False,False,False,False,True,False,True
520,True,False,False,True,False,False,False
521,False,False,False,False,True,False,True
522,False,False,False,False,True,False,True
523,False,True,False,True,False,False,False
524,False,False,False,False,True,False,True
525,False,False,False,False,True,False,True
526,True,False,False,True,False,False,False
527,False,False,False,False,True,False,True
528,False,False,False,False,True,False,True
529,False,False,False,False,True,False,True
530,True,False,False,True,False,False,False
531,False,False,False,False,True,False,True
532,False,False,False,False,True,False,True
533,False,True,False,True,False,False,False
534,True,False,False,True,False,False,False
535,True,False,False,True,False,False,False
536,False,False,False,False,True,True,False
537,True,False,False,True,False,False,False
538,False,False,False,False,True,False,True
539,True,False,False,True,False,False,False
540,True,False,False,True,False,False,False
541,True,False,False,True,False,False,False
542,True,False,False,True,False,False,False
543,False,False,False,False,True,False,True
544,False,False,False,False,True,False,True
545,False,False,False,False,True,False,True
546,False,True,False,True,False,False,False
547,False,False,False,False,True,False,True
548,False,False,False,False,True,False,True
549,False,False,True,False,True,False,False
550,False,False,False,False,True,False,True
551,False,False,False,False,True,False,True
552,False,False,False,False,True,False,True
553,False,False,False,False,True,False,True
554,True,False,False,True,False,False,False
555,False,False,False,False,True,False,True
556,False,False,False,True,False,True,False
557,False,False,False,False,True,False,True
558,False,True,False,True,False,False,False
559,False,True,False,True,False,False,False
560,False,False,False,False,True,False,True
561,False,False,False,False,True,False,True
562,False,False,False,False,True,False,True
563,False,False,False,False,True,False,True
564,True,False,False,True,False,False,False
565,False,False,False,False,True,False,True
566,False,False,False,False,True,False,True
567,False,True,False,True,False,False,False
568,False,False,False,False,True,False,True
569,False,False,False,False,True,False,True
570,False,False,False,False,True,False,True
571,False,True,False,True,False,False,False
572,False,False,False,False,True,False,True
573,True,False,False,True,False,False,False
574,False,False,False,False,True,False,True
575,False,False,False,False,True,False,True
576,True,False,False,True,False,False,False
577,False,True,False,True,False,False,False
578,False,True,False,True,False,False,False
579,False,False,False,False,True,False,True
580,True,False,False,True,False,False,False
581,False,True,False,True,False,False,False
582,False,False,False,False,True,False,True
583,False,False,False,False,True,False,True
584,False,False,False,False,True,False,True
585,True,False,False,True,False,False,False
586,False,False,False,False,True,False,True
587,False,False,False,False,True,False,True
588,False,False,False,False,True,False,True
589,False,False,False,False,True,False,True
590,False,False,False,False,True,False,True
591,False,True,False,True,False,False,False
592,False,False,False,False,True,False,True
593,True,False,False,True,False,False,False
594,False,False,False,False,True,False,True
595,False,False,False,False,True,False,True
596,True,False,False,True,False,False,False
597,False,False,False,False,True,False,True
598,False,False,False,False,True,False,True
599,False,False,False,False,True,True,False
600,False,True,False,True,False,False,False
601,False,False,False,False,True,False,True
602,False,False,False,False,True,False,True
603,False,False,False,False,True,False,True
604,False,False,False,False,True,False,True
605,False,False,False,False,True,False,True
606,False,False,False,False,True,False,True
607,False,False,False,False,True,False,True
608,False,True,False,True,False,False,False
609,True,False,False,True,False,False,False
610,False,True,False,True,False,False,False
611,False,False,False,False,True,False,True
612,True,False,False,True,False,False,False
613,False,False,False,False,True,False,True
614,False,False,False,False,True,False,True
615,True,False,False,True,False,False,False
616,False,False,False,False,True,False,True
617,False,True,False,True,False,False,False
618,True,False,False,True,False,False,False
619,False,False,False,False,True,False,True
620,False,False,False,False,True,False,True
621,False,False,False,False,True,False,True
622,False,False,False,False,True,False,True
623,False,False,False,False,True,False,True
624,False,False,False,False,True,False,True
625,False,False,False,False,True,False,True
626,False,False,False,False,True,True,False
627,True,False,False,True,False,False,False
628,False,False,False,False,True,False,True
629,False,False,False,False,True,False,True
630,False,False,False,False,True,False,True
631,False,False,False,False,True,False,True
632,False,False,False,False,True,True,False
633,False,False,False,False,True,False,True
634,True,False,False,True,False,False,False
635,True,False,False,True,False,False,False
636,False,False,False,False,True,False,True
637,False,False,False,False,True,False,True
638,False,True,False,True,False,False,False
639,False,False,False,False,True,False,True
640,False,False,False,False,True,False,True
641,True,False,False,True,False,False,False
642,True,False,False,True,False,False,False
643,False,False,False,False,True,False,True
644,True,False,False,True,False,False,False
645,False,False,False,False,True,False,True
646,False,False,False,False,True,False,True
647,False,False,False,False,True,True,False
648,False,False,False,False,True,False,True
649,True,False,False,True,False,False,False
650,False,False,False,False,True,False,True
651,True,False,False,True,False,False,False
652,False,False,False,False,True,False,True
653,True,False,False,True,False,False,False
654,True,False,False,True,False,False,False
655,False,False,False,False,True,False,True
656,False,False,False,False,True,False,True
657,False,True,False,True,False,False,False
658,False,False,False,False,True,False,True
659,False,False,False,False,True,False,True
660,False,False,False,False,True,True,False
661,False,False,False,False,True,False,True
662,False,False,False,False,True,False,True
663,False,False,False,False,True,False,True
664,False,False,False,False,True,False,True
665,False,False,False,False,True,False,True
666,False,False,False,False,True,False,True
667,False,False,False,False,True,False,True
668,False,False,False,False,True,False,True
669,False,True,False,True,False,False,False
670,False,True,False,True,False,False,False
671,False,False,False,False,True,False,True
672,False,False,False,False,True,False,True
673,False,False,False,False,True,False,True
674,False,False,False,False,True,False,True
675,False,False,False,False,True,False,True
676,False,False,False,False,True,False,True
677,True,False,False,True,False,False,False
678,False,True,False,True,False,False,False
679,False,False,False,False,True,False,True
680,True,False,False,True,False,False,False
681,False,False,False,False,True,False,True
682,False,False,False,False,True,False,True
683,False,False,False,False,True,False,True
684,False,False,False,False,True,False,True
685,False,False,False,False,True,False,True
686,False,False,False,False,True,False,True
687,False,False,False,False,True,False,True
688,False,False,False,False,True,False,True
689,True,False,False,True,False,False,False
690,False,False,False,False,True,False,True
691,True,False,False,True,False,False,False
692,False,False,False,False,True,False,True
693,False,False,False,False,True,False,True
694,False,False,False,False,True,True,False
695,False,False,False,False,True,False,True
696,False,False,False,False,True,False,True
697,True,False,False,True,False,False,False
698,False,False,False,False,True,False,True
699,False,False,False,False,True,False,True
700,False,True,False,True,False,False,False
701,False,False,False,False,True,False,True
702,True,False,False,True,False,False,False
703,False,False,False,False,True,False,True
704,False,False,False,False,True,False,True
705,False,False,False,False,True,False,True
706,False,True,False,True,False,False,False
707,False,False,False,False,True,False,True
708,True,False,False,True,False,False,False
709,False,False,True,False,True,False,False
710,True,False,False,True,False,False,False
711,False,False,False,False,True,False,True
712,False,False,False,False,True,False,True
713,False,False,False,False,True,False,True
714,False,False,False,False,True,False,True
715,False,False,False,False,True,False,True
716,True,False,False,True,False,False,False
717,True,False,False,True,False,False,False
718,False,False,False,False,True,False,True
719,False,False,False,False,True,False,True
720,True,False,False,True,False,False,False
721,False,False,False,False,True,False,True
722,False,False,False,False,True,False,True
723,False,False,False,False,True,False,True
724,False,False,False,False,True,False,True
725,False,False,False,False,True,False,True
726,False,True,False,True,False,False,False
727,True,False,False,True,False,False,False
728,False,False,False,False,True,False,True
729,True,False,False,True,False,False,False
730,True,False,False,True,False,False,False
731,False,False,False,False,True,False,True
732,False,False,False,False,True,False,True
733,False,False,False,False,True,False,True
734,False,False,False,False,True,False,True
735,False,False,False,False,True,False,True
736,False,True,False,True,False,False,False
737,False,False,False,False,True,False,True
738,False,False,False,False,True,False,True
739,False,False,False,False,True,False,True
740,False,False,False,False,True,False,True
741,False,False,False,False,True,False,True
742,True,False,False,True,False,False,False
743,False,False,False,False,True,False,True
744,False,False,False,False,True,False,True
745,False,False,False,False,True,True,False
746,False,False,False,False,True,False,True
747,True,False,False,True,False,False,False
748,False,False,False,False,True,False,True
749,False,False,False,False,True,False,True
750,True,False,False,True,False,False,False
751,False,False,True,False,True,False,False
752,False,False,False,False,True,False,True
753,False,False,False,False,True,False,True
754,False,True,False,True,False,False,False
755,False,False,True,False,True,False,False
756,False,False,False,False,True,False,True
757,False,False,False,False,True,False,True
758,False,False,False,False,True,False,True
759,False,False,False,True,False,True,False
760,False,False,False,False,True,False,True
761,False,False,False,False,True,False,True
762,False,False,False,False,True,False,True
763,False,True,False,True,False,False,False
764,False,False,False,False,True,False,True
765,False,True,False,True,False,False,False
766,False,False,False,False,True,True,False
767,True,False,False,True,False,False,False
768,False,False,False,False,True,False,True
769,False,False,False,False,True,False,True
770,False,False,False,False,True,False,True
771,False,False,False,False,True,False,True
772,False,True,False,True,False,False,False
773,False,False,False,False,True,False,True
774,False,True,False,True,False,False,False
775,False,False,False,False,True,False,True
776,False,False,False,False,True,False,True
777,True,False,False,True,False,False,False
778,False,False,False,False,True,False,True
779,False,True,False,True,False,False,False
780,True,False,False,True,False,False,False
781,False,True,False,True,False,False,False
782,False,False,False,False,True,False,True
783,False,False,False,False,True,False,True
784,False,False,False,False,True,False,True
785,False,False,False,False,True,False,True
786,True,False,False,True,False,False,False
787,False,False,True,False,True,False,False
788,False,False,True,False,True,False,False
789,False,False,False,False,True,False,True
790,False,False,False,False,True,False,True
791,False,False,False,False,True,False,True
792,True,False,False,True,False,False,False
793,False,False,False,False,True,False,True
794,False,False,False,False,True,False,True
795,False,False,False,False,True,False,True
796,False,False,False,True,False,True,False
797,False,True,False,True,False,False,False
798,False,False,False,False,True,False,True
799,False,True,False,True,False,False,False
800,False,False,False,False,True,False,True
801,False,True,False,True,False,False,False
802,False,False,True,False,True,False,False
803,False,False,True,False,True,False,False
804,False,False,False,False,True,False,True
805,False,False,False,False,True,False,True
806,False,False,False,False,True,False,True
807,True,False,False,True,False,False,False
808,False,False,False,False,True,False,True
809,False,True,False,True,False,False,False
810,False,False,False,False,True,False,True
811,False,False,False,False,True,False,True
812,False,False,False,False,True,False,True
813,True,False,False,True,False,False,False
814,False,False,False,False,True,False,True
815,False,False,False,False,True,False,True
816,True,False,False,True,False,False,False
817,False,False,False,False,True,False,True
818,False,False,False,False,True,False,True
819,False,False,True,False,True,False,False
820,False,True,False,True,False,False,False
821,False,False,False,False,True,False,True
822,False,False,False,False,True,True,False
823,False,True,False,True,False,False,False
824,False,False,True,False,True,False,False
825,False,False,False,False,True,False,True
826,False,False,False,False,True,False,True
827,False,False,True,False,True,False,False
828,False,False,False,False,True,False,True
830,False,True,False,True,False,False,False
831,False,False,True,False,True,False,False
832,False,False,False,False,True,False,True
833,False,False,False,False,True,False,True
834,False,False,False,False,True,False,True
835,True,False,False,True,False,False,False
836,False,False,False,False,True,False,True
837,False,False,False,False,True,False,True
838,False,False,False,False,True,False,True
839,False,False,False,False,True,False,True
840,False,False,False,False,True,False,True
841,False,False,False,False,True,False,True
842,True,False,False,True,False,False,False
843,False,False,False,False,True,False,True
844,False,False,False,False,True,False,True
845,False,False,False,False,True,False,True
846,False,False,False,False,True,False,True
847,False,False,False,False,True,False,True
848,False,False,False,False,True,True,False
849,False,True,False,True,False,False,False
850,False,False,True,False,True,False,False
851,False,False,False,False,True,False,True
852,True,False,False,True,False,False,False
853,True,False,False,True,False,False,False
854,False,True,False,True,False,False,False
855,False,True,False,True,False,False,False
856,False,True,False,True,False,False,False
857,False,False,False,False,True,False,True
858,False,True,False,True,False,False,False
859,False,False,False,False,True,False,True
860,False,False,False,False,True,False,True
861,False,False,False,False,True,False,True
862,False,True,False,True,False,False,False
863,True,False,False,True,False,False,False
864,False,False,False,False,True,False,True
865,False,True,False,True,False,False,False
866,True,False,False,True,False,False,False
867,False,False,False,False,True,False,True
868,False,False,False,False,True,False,True
869,False,False,True,False,True,False,False
870,False,False,False,False,True,False,True
